name_x,name_y,time
node_34,node_25,1439
node_34,node_26,457
node_34,node_27,793
node_34,node_28,271
node_34,node_29,811
node_34,node_30,458
node_34,node_31,752
node_34,node_32,769
node_34,node_33,168
node_34,node_34,0
node_34,node_35,771
node_34,node_36,817
node_34,node_37,341
node_34,node_38,189
node_34,node_39,545
node_35,node_0,613
node_35,node_1,345
node_35,node_2,433
node_35,node_3,725
node_35,node_4,643
node_35,node_5,159
node_35,node_6,234
node_35,node_7,494
node_35,node_8,290
node_35,node_9,132
node_35,node_10,758
node_35,node_11,218
node_35,node_12,969
node_35,node_13,444
node_35,node_14,570
node_35,node_15,445
node_35,node_16,279
node_35,node_17,383
node_35,node_18,618
node_35,node_19,874
node_35,node_20,510
node_35,node_21,704
node_35,node_22,1114
node_35,node_23,396
node_35,node_24,464
node_35,node_25,668
node_35,node_26,852
node_35,node_27,740
node_35,node_28,500
node_35,node_29,324
node_35,node_30,339
node_35,node_31,489
node_35,node_32,28
node_35,node_33,621
node_35,node_34,771
node_35,node_35,0
node_35,node_36,204
node_35,node_37,430
node_35,node_38,652
node_35,node_39,346
node_36,node_0,775
node_36,node_1,393
node_36,node_2,637
node_36,node_3,929
node_36,node_4,847
node_36,node_5,363
node_36,node_6,280
node_36,node_7,698
node_36,node_8,352
node_36,node_9,336
node_36,node_10,804
node_36,node_11,174
node_36,node_12,1173
node_36,node_13,466
node_36,node_14,544
node_36,node_15,561
node_36,node_16,355
node_36,node_17,337
node_36,node_18,822
node_36,node_19,920
node_36,node_20,714
node_36,node_21,908
node_36,node_22,1318
node_36,node_23,442
node_36,node_24,668
node_36,node_25,622
node_36,node_26,898
node_36,node_27,944
node_36,node_28,546
node_36,node_29,120
node_36,node_30,543
node_36,node_31,693
node_36,node_32,232
node_36,node_33,667
node_36,node_34,817
node_36,node_35,204
node_36,node_36,0
node_36,node_37,476
node_36,node_38,698
node_36,node_39,550
node_37,node_0,875
node_37,node_1,493
node_37,node_2,737
node_37,node_3,1029
node_37,node_4,947
node_37,node_5,463
node_37,node_6,376
node_37,node_7,854
node_37,node_8,720
node_37,node_9,502
node_37,node_10,818
node_37,node_11,302
node_37,node_12,1273
node_37,node_13,140
node_37,node_14,1000
node_37,node_15,661
node_37,node_16,455
node_37,node_17,813
node_37,node_18,922
node_37,node_19,774
node_37,node_20,814
node_37,node_21,1008
node_37,node_22,1418
node_37,node_23,528
node_37,node_24,768
node_37,node_25,1098
node_37,node_26,708
node_37,node_27,1044
node_37,node_28,202
node_37,node_29,470
node_37,node_30,643
node_37,node_31,793
node_37,node_32,428
node_37,node_33,419
node_37,node_34,341
node_37,node_35,430
node_37,node_36,476
node_37,node_37,0
node_37,node_38,440
node_37,node_39,650
node_38,node_0,435
node_38,node_1,307
node_38,node_2,633
node_38,node_3,789
node_38,node_4,507
node_38,node_5,639
node_38,node_6,418
node_38,node_7,1076
node_38,node_8,942
node_38,node_9,724
node_38,node_10,378
node_38,node_11,524
node_38,node_12,833
node_38,node_13,580
node_38,node_14,1222
node_38,node_15,221
node_38,node_16,373
node_38,node_17,1035
node_38,node_18,482
node_38,node_19,334
node_38,node_20,374
node_38,node_21,568
node_38,node_22,978
node_38,node_23,256
node_38,node_24,724
node_38,node_25,1320
node_38,node_26,268
node_38,node_27,604
node_38,node_28,238
node_38,node_29,692
node_38,node_30,339
node_38,node_31,633
node_38,node_32,650
node_38,node_33,31
node_38,node_34,189
node_38,node_35,652
node_38,node_36,698
node_38,node_37,440
node_38,node_38,0
node_38,node_39,426
node_39,node_0,387
node_39,node_1,157
node_39,node_2,207
node_39,node_3,379
node_39,node_4,297
node_39,node_5,213
node_39,node_6,274
node_39,node_7,650
node_39,node_8,516
node_39,node_9,298
node_39,node_10,532
node_39,node_11,564
node_39,node_12,623
node_39,node_13,790
node_39,node_14,796
node_39,node_15,219
node_39,node_16,195
node_39,node_17,609
node_39,node_18,272
node_39,node_19,648
node_39,node_20,180
node_39,node_21,358
node_39,node_22,768
node_39,node_23,170
node_39,node_24,298
node_39,node_25,894
node_39,node_26,626
node_39,node_27,394
node_39,node_28,448
node_39,node_29,670
node_39,node_30,87
node_39,node_31,207
node_39,node_32,318
node_39,node_33,395
node_39,node_34,545
node_39,node_35,346
node_39,node_36,550
node_39,node_37,650
node_39,node_38,426
node_39,node_39,0
